EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E300126;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20210116;20991231;1;40;5; 251.369,00 
E300127;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20210410;20991231;1;40;5; 44.668,00 
E300128;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20210324;20991231;1;40;5; 229.150,00 
E300129;DIV09;DEP032;462;JC_Specialist;M300121;Undisclosed;20210324;20991231;1;40;5; 47.377,00 
E300130;DIV03;DEP032;455;JC_Director;M237930;Undisclosed;20210322;20991231;1;40;5; 393.880,00 
E300131;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20210218;20991231;1;40;5; 53.308,00 
E300132;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20180504;20991231;1;40;5; 186.663,00 
E300133;DIV02;DEP032;434;JC_Expert;M252825;Undisclosed;20210116;20991231;1;40;5; 355.888,00 
E300134;DIV03;DEP032;453;JC_Expert;M237930;Undisclosed;20210327;20991231;1;40;5; 254.158,00 
E300135;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20210326;20991231;1;40;5; 351.248,00 
E038906;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200302;20991231;1;40;5; 234.554,00 
E189955;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200327;20991231;1;40;5; 124.499,00 
E190690;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5; 403.845,00 
E200527;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200127;20991231;1;40;5; 106.533,00 
E068256;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20201214;20991231;1;40;5; 83.242,00 
E214221;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200612;20991231;1;40;5; 253.719,00 
E077964;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200327;20991231;1;40;5; 82.008,00 
E059597;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200127;20991231;1;40;5; 68.232,00 
E059905;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200112;20991231;1;40;5; 124.818,00 
E061008;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20201205;20991231;1;40;5; 106.787,00 
E061514;DIV03;DEP032;291;JC_Associate;M237930;Undisclosed;20200131;20991231;1;40;5; 247.091,00 
E061957;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200110;20991231;1;40;5; 60.287,00 
E064326;DIV02;DEP032;433;JC_Senior specialist;M252825;Undisclosed;20201007;20991231;1;40;5; 94.187,00 
E065319;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20201128;20991231;1;40;5; 112.754,00 
E067667;DIV03;DEP032;281;JC_Associate;M237930;Undisclosed;20200127;20991231;1;40;5; 42.149,00 
E069231;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200527;20991231;1;40;5; 79.989,00 
E070933;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200107;20991231;1;40;5; 102.092,00 
E071573;DIV02;DEP032;422;JC_Specialist;M252825;Undisclosed;20200216;20991231;1;40;5; 94.803,00 
E073784;DIV03;DEP032;402;JC_Specialist;M237930;Undisclosed;20200120;20991231;1;40;5; 72.208,00 
E074283;DIV02;DEP032;401;JC_Associate;M252825;Undisclosed;20200109;20991231;1;40;5; 239.844,00 
E075045;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200114;20991231;1;40;5; 232.178,00 
E075312;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200203;20991231;1;40;5; 221.897,00 
E077642;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200127;20991231;1;40;5; 394.038,00 
E077693;DIV03;DEP032;292;JC_Specialist;M237930;Undisclosed;20200118;20991231;1;40;5; 399.393,00 
E077971;DIV03;DEP032;251;JC_Associate;M237930;Undisclosed;20191229;20991231;1;40;5; 111.301,00 
E079769;DIV02;DEP032;262;JC_Specialist;M252825;Undisclosed;20200225;20991231;1;40;5; 197.331,00 
E080819;DIV06;DEP032;291;JC_Associate;M044771;Undisclosed;20200112;20991231;1;40;5; 116.864,00 
E081225;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200108;20991231;1;40;5; 199.093,00 
E082123;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20191227;20991231;1;40;5; 228.364,00 
E083484;DIV04;DEP032;443;JC_Senior specialist;M096889;Undisclosed;20200204;20991231;1;40;5; 78.492,00 
E086334;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200119;20991231;1;40;5; 245.912,00 
E090736;DIV03;DEP032;402;JC_Specialist;M237930;Undisclosed;20200202;20991231;1;40;5; 261.306,00 
E091007;DIV03;DEP032;422;JC_Specialist;M237930;Undisclosed;20200209;20991231;1;40;5; 247.743,00 
E091644;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20201208;20991231;1;40;5; 74.932,00 
E091765;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200108;20991231;1;40;5; 63.017,00 
E093889;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200430;20991231;1;40;5; 397.667,00 
E094666;DIV02;DEP032;432;JC_Specialist;M252825;Undisclosed;20201127;20991231;1;40;5; 103.332,00 
E100470;DIV05;DEP032;432;JC_Specialist;M044139;Undisclosed;20200304;20991231;1;40;5; 23.467,00 
E103209;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200107;20991231;1;40;5; 245.034,00 
E103882;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200127;20991231;1;40;5; 267.124,00 
E104270;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200128;20991231;1;40;5; 114.801,00 
E105163;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200614;20991231;1;40;5; 258.455,00 
E105464;DIV05;DEP032;442;JC_Specialist;M044139;Undisclosed;20200229;20991231;1;40;5; 28.539,00 
E110822;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200127;20991231;1;40;5; 73.424,00 
E113245;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200202;20991231;1;40;5; 116.440,00 
E114033;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20201202;20991231;1;40;5; 96.743,00 
E116958;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200127;20991231;1;40;5; 83.613,00 
E117550;DIV03;DEP032;432;JC_Specialist;M237930;Undisclosed;20200102;20991231;1;40;5; 290.854,00 
E118196;DIV03;DEP032;411;JC_Associate;M237930;Undisclosed;20200702;20991231;1;40;5; 447.403,00 
E118393;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200101;20991231;1;40;5; 382.537,00 
E119790;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200503;20991231;1;40;5; 98.375,00 
E120076;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20200208;20991231;1;40;5; 112.133,00 
E120625;DIV03;DEP032;361;JC_Associate;M237930;Undisclosed;20200117;20991231;1;40;5; 75.484,00 
E122828;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200128;20991231;1;40;5; 58.099,00 
E122861;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5; 109.384,00 
E123464;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200225;20991231;1;40;5; 123.963,00 
E123614;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200203;20991231;1;40;5; 89.530,00 
E123870;DIV01;DEP032;452;JC_Senior specialist;M144808;Undisclosed;20200327;20991231;1;40;5; 77.449,00 
E123900;DIV02;DEP032;292;JC_Specialist;M252825;Undisclosed;20200209;20991231;1;40;5; 93.987,00 
E124453;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200127;20991231;1;40;5; 123.708,00 
M124542;DIV06;DEP032;221;JC_Specialist;M124542;Undisclosed;20200128;20991231;1;40;5; 91.836,00 
E124585;DIV04;DEP032;443;JC_Senior specialist;M019974;Undisclosed;20200304;20991231;1;40;5; 52.635,00 
E124703;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200225;20991231;1;40;5; 100.327,00 
E124811;DIV03;DEP032;442;JC_Specialist;M266882;Undisclosed;20200512;20991231;1;40;5; 65.380,00 
E124963;DIV04;DEP032;411;JC_Associate;M019974;Undisclosed;20200327;20991231;1;40;5; 50.928,00 
E129555;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200827;20991231;1;40;5; 80.654,00 
E129612;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20200612;20991231;1;40;5; 87.333,00 
E136882;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200508;20991231;1;40;5; 74.631,00 
E139314;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20201007;20991231;1;40;5; 293.666,00 
E144990;DIV01;DEP032;452;JC_Senior specialist;M144808;Undisclosed;20201007;20991231;1;40;5; 88.004,00 
E147379;DIV03;DEP032;251;JC_Associate;M237930;Undisclosed;20191227;20991231;1;40;5; 125.100,00 
E147645;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200716;20991231;1;40;5; 268.001,00 
E148235;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20200430;20991231;1;40;5; 91.387,00 
E150199;DIV09;DEP032;450;JC_Associate;M300121;Undisclosed;20201106;20991231;1;40;5; 100.944,00 
E154246;DIV02;DEP032;351;JC_Associate;M252825;Undisclosed;20200916;20991231;1;40;5; 209.863,00 
E154573;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200329;20991231;1;40;5; 116.280,00 
E154717;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20201010;20991231;1;40;5; 98.248,00 
E156849;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20200319;20991231;1;40;5; 65.152,00 
E157704;DIV05;DEP032;452;JC_Senior specialist;M044139;Undisclosed;20201007;20991231;1;40;5; 55.293,00 
E162381;DIV03;DEP032;453;JC_Expert;M237930;Undisclosed;20200903;20991231;1;40;5; 50.769,00 
E163528;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20201009;20991231;1;40;5; 83.804,00 
E163841;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200225;20991231;1;40;5; 116.603,00 
E165113;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200619;20991231;1;40;5; 29.901,00 
E166370;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200626;20991231;1;40;5; 66.544,00 
E166587;DIV03;DEP032;432;JC_Specialist;M237930;Undisclosed;20200926;20991231;1;40;5; 52.748,00 
E167007;DIV09;DEP032;383;JC_Senior specialist;M300121;Undisclosed;20201009;20991231;1;40;5; 57.092,00 
E172608;DIV09;DEP032;453;JC_Expert;M300121;Undisclosed;20200327;20991231;1;40;5; 70.808,00 
E175859;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20190103;20991231;1;40;5; 61.842,00 
E176081;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20200827;20991231;1;40;5; 72.254,00 
E177531;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200327;20991231;1;40;5; 252.584,00 
E179528;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200927;20991231;1;40;5; 252.840,00 
E182506;DIV09;DEP032;361;JC_Associate;M300121;Undisclosed;20201107;20991231;1;40;5; 60.489,00 
E183208;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200812;20991231;1;40;5; 47.379,00 
E185850;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200327;20991231;1;40;5; 394.200,00 
E186735;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200705;20991231;1;40;5; 92.194,00 
E189114;DIV03;DEP032;450;JC_Associate;M237930;Undisclosed;20200717;20991231;1;40;5; 78.846,00 
E189305;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20190103;20991231;1;40;5; 239.260,00 
E300136;DIV05;DEP032;442;JC_Specialist;M044139;Undisclosed;20210323;20991231;1;40;5; 31.774,00 
E193598;DIV05;DEP032;444;JC_Expert;M044139;Undisclosed;20200903;20991231;1;40;5; 29.665,00 
E194191;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200411;20991231;1;40;5; 370.597,00 
E194661;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20201214;20991231;1;40;5; 221.481,00 
E196581;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200619;20991231;1;40;5; 253.324,00 
E207712;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200105;20991231;1;40;5; 70.113,00 
E212366;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200109;20991231;1;40;5; 129.210,00 
E213367;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200714;20991231;1;40;5; 6.202,00 
E215298;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20200127;20991231;1;40;5; 91.827,00 
E215299;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200429;20991231;1;40;5; 49.131,00 
E216214;DIV03;DEP032;291;JC_Associate;M237930;Undisclosed;20200812;20991231;1;40;5; 56.950,00 
E217543;DIV05;DEP032;443;JC_Senior specialist;M044139;Undisclosed;20200626;20991231;1;40;5; 34.966,00 
E218589;DIV09;DEP032;445;JC_Manager;M300121;Undisclosed;20200327;20991231;1;40;5; 33.634,00 
E218667;DIV03;DEP032;451;JC_Specialist;M237930;Undisclosed;20200822;20991231;1;40;5; 94.877,00 
E225144;DIV02;DEP032;251;JC_Associate;M252825;Undisclosed;20201028;20991231;1;40;5; 83.288,00 
E225935;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200727;20991231;1;40;5; 83.361,00 
E226382;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200614;20991231;1;40;5; 115.571,00 
E227427;DIV03;DEP032;252;JC_Specialist;M237930;Undisclosed;20200727;20991231;1;40;5; 104.003,00 
E233287;DIV05;DEP032;311;JC_Associate;M044139;Undisclosed;20200626;20991231;1;40;5; 45.719,00 
E233632;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20200718;20991231;1;40;5; 284.360,00 
E234438;DIV02;DEP032;461;JC_Associate;M252825;Undisclosed;20200227;20991231;1;40;5; 280.324,00 
E234467;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200926;20991231;1;40;5; 245.882,00 
M236347;DIV08;DEP032;272;JC_Senior specialist;M236347;Undisclosed;20200327;20991231;1;40;5; 81.545,00 
E239448;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200926;20991231;1;40;5; 206.914,00 
E239976;DIV05;DEP032;455;JC_Director;M044139;Undisclosed;20200730;20991231;1;40;5; 45.104,00 
E243526;DIV02;DEP032;431;JC_Associate;M252825;Undisclosed;20200611;20991231;1;40;5; 58.811,00 
E243642;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200226;20991231;1;40;5; 68.350,00 
E247549;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20200115;20991231;1;40;5; 90.099,00 
E247581;DIV09;DEP032;452;JC_Senior specialist;M300121;Undisclosed;20200501;20991231;1;40;5; 65.633,00 
E251031;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20200727;20991231;1;40;5; 40.594,00 
E257321;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20200904;20991231;1;40;5; 204.522,00 
E260052;DIV02;DEP032;432;JC_Specialist;M252825;Undisclosed;20201027;20991231;1;40;5; 293.260,00 
E266317;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20200328;20991231;1;40;5; 63.781,00 
E269226;DIV02;DEP032;292;JC_Specialist;M252825;Undisclosed;20200729;20991231;1;40;5; 223.767,00 
E269472;DIV03;DEP032;461;JC_Associate;M237930;Undisclosed;20191227;20991231;1;40;5; 240.493,00 
E270011;DIV02;DEP032;322;JC_Senior specialist;M252825;Undisclosed;20200817;20991231;1;40;5; 26.984,00 
E273097;DIV09;DEP032;443;JC_Senior specialist;M300121;Undisclosed;20200701;20991231;1;40;5; 71.948,00 
E275852;DIV02;DEP032;252;JC_Specialist;M252825;Undisclosed;20200609;20991231;1;40;5; 279.407,00 
E292560;DIV02;DEP032;402;JC_Specialist;M252825;Undisclosed;20200612;20991231;1;40;5; 105.411,00 
E294149;DIV02;DEP032;241;JC_Specialist;M252825;Undisclosed;20200226;20991231;1;40;5; 72.635,00 
E294999;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20201009;20991231;1;40;5; 134.602,00 
E295212;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20201027;20991231;1;40;5; 65.812,00 
E298205;DIV07;DEP032;444;JC_Expert;M154464;Undisclosed;20200401;20991231;1;40;5; 44.857,00 
E298613;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20200116;20991231;1;40;5; 31.168,00 
E298774;DIV03;DEP032;215;JC_Manager;M237930;Undisclosed;20200312;20991231;1;40;5; 31.830,00 
E299182;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20200216;20991231;1;40;5; 75.234,00 
E299238;DIV03;DEP032;252;JC_Specialist;M266882;Undisclosed;20200327;20991231;1;40;5; 28.987,00 
E299276;DIV03;DEP032;452;JC_Senior specialist;M266882;Undisclosed;20200506;20991231;1;40;5; 31.785,00 
E299305;DIV05;DEP032;601;JC_Executive;M044139;Undisclosed;20200317;20991231;1;40;5; 71.578,00 
E299557;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20200321;20991231;1;40;5; 240.856,00 
E300141;DIV02;DEP032;401;JC_Associate;M252825;Undisclosed;20210503;20991231;1;40;5; 877.594,00 
E300142;DIV09;DEP032;455;JC_Director;M300121;Undisclosed;20210502;20991231;1;40;5; 143.132,00 
E300143;DIV03;DEP032;434;JC_Expert;M237930;Undisclosed;20210502;20991231;1;40;5; 432.791,00 
E300144;DIV05;DEP032;423;JC_Senior specialist;M044139;Undisclosed;20210305;20991231;1;40;5; 94.818,00 
E300145;DIV03;DEP032;447;JC_Executive;M237930;Undisclosed;20210318;20991231;1;40;5; 519.575,00 
E300146;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20210217;20991231;1;40;5; 246.974,00 
E000119;DIV03;DEP032;461;JC_Associate;M237930;Volutary termination - Worklife balance;20131228;20210209;1;40;5; 83.357,00 
E002659;DIV04;DEP032;443;JC_Senior specialist;M200979;Volutary termination - Worklife balance;20131228;20200803;1;40;5; 59.892,00 
E005490;DIV09;DEP032;453;JC_Expert;M300121;Volutary termination - Worklife balance;20131228;20191031;1;40;5; 66.092,00 
E006078;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20131228;20201122;1;40;5; 76.212,00 
E006328;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20131228;20191112;1;40;5; 71.812,00 
E011537;DIV06;DEP032;445;JC_Manager;M042395;Volutary termination - Worklife balance;20131228;20210330;1;40;5; 33.102,00 
E016011;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20131228;20200802;1;40;5; 49.779,00 
E016751;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20131228;20200805;1;40;5; 114.532,00 
E019024;DIV04;DEP032;252;JC_Specialist;M095280;Volutary termination - Worklife balance;20140103;20200622;1;40;5; 86.360,00 
E019552;DIV03;DEP032;452;JC_Senior specialist;M266882;Volutary termination - Worklife balance;20140103;20201112;1;40;5; 6.986,00 
E023704;DIV09;DEP032;444;JC_Expert;M300121;Volutary termination - Worklife balance;20140103;20201101;1;40;5; 59.436,00 
E024178;DIV03;DEP032;252;JC_Specialist;M237930;Volutary termination - Worklife balance;20140103;20200328;1;40;5; 69.674,00 
E026142;DIV03;DEP032;453;JC_Expert;M237930;Volutary termination - Worklife balance;20140103;20200817;1;40;5; 107.477,00 
E027681;DIV03;DEP032;432;JC_Specialist;M237930;Volutary termination - Worklife balance;20140210;20210216;1;40;5; 105.423,00 
E028037;DIV03;DEP032;444;JC_Expert;M237930;Volutary termination - Worklife balance;20140210;20201124;1;40;5; 81.532,00 
E029680;DIV02;DEP032;461;JC_Associate;M252825;Volutary termination - Worklife balance;20140210;20200421;1;40;5; 74.493,00 
E031705;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140210;20200718;1;40;5; 233.729,00 
E034330;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180103;20210311;1;40;5; 84.861,00 
E034524;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180103;20201027;1;40;5; 71.146,00 
E035912;DIV02;DEP032;444;JC_Expert;M252825;Volutary termination - Worklife balance;20180103;20200130;1;40;5; 98.407,00 
E036468;DIV03;DEP032;453;JC_Expert;M237930;Volutary termination - Worklife balance;20180103;20210429;1;40;5; 112.192,00 
M038623;DIV03;DEP032;447;JC_Executive;M237930;Volutary termination - Worklife balance;20180103;20210518;1;40;5; 480.609,00 
E041406;DIV06;DEP032;445;JC_Manager;M044771;Volutary termination - Worklife balance;20180103;20200516;1;40;5; 102.357,00 
E044486;DIV02;DEP032;444;JC_Expert;M252825;Volutary termination - Worklife balance;20180203;20200207;1;40;5; 77.758,00 
E046110;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180203;20200703;1;40;5; 71.170,00 
E046332;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180203;20200105;1;40;5; 54.090,00 
E047034;DIV03;DEP032;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180203;20200422;1;40;5; 60.661,00 
E048778;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180303;20200527;1;40;5; 113.658,00 
E050505;DIV03;DEP032;443;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20180303;20200805;1;40;5; 105.170,00 
E050934;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180303;20210210;1;40;5; 288.827,00 
E051819;DIV02;DEP032;461;JC_Associate;M252825;Volutary termination - Worklife balance;20180303;20210712;1;40;5; 92.605,00 
E052950;DIV09;DEP032;442;JC_Specialist;M300121;Volutary termination - Worklife balance;20180303;20191124;1;40;5; 53.490,00 
E053122;DIV01;DEP032;454;JC_Manager;M144808;Volutary termination - Worklife balance;20180303;20200217;1;40;5; 48.807,00 
E053377;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180403;20200222;1;40;5; 74.479,00 
E057312;DIV02;DEP032;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180403;20200811;1;40;5; 62.945,00 
E062815;DIV03;DEP032;252;JC_Specialist;M237930;Volutary termination - Worklife balance;20180603;20210504;1;40;5; 44.666,00 
E063341;DIV05;DEP032;291;JC_Associate;M044139;Volutary termination - Worklife balance;20180903;20191128;1;40;5; 58.565,00 
E063477;DIV05;DEP032;292;JC_Specialist;M044139;Volutary termination - Worklife balance;20180903;20210209;1;40;5; 28.462,00 
E064093;DIV09;DEP032;452;JC_Senior specialist;M300121;Volutary termination - Worklife balance;20180903;20201105;1;40;5; 50.005,00 
E065639;DIV03;DEP032;442;JC_Specialist;M237930;Volutary termination - Worklife balance;20180903;20200724;1;40;5; 85.667,00 
E066317;DIV02;DEP032;442;JC_Specialist;M252825;Volutary termination - Worklife balance;20180903;20200618;1;40;5; 92.140,00 
E067775;DIV02;DEP032;232;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180903;20200402;1;40;5; 81.024,00 
E069921;DIV09;DEP032;444;JC_Expert;M300121;Volutary termination - Worklife balance;20180203;20201212;1;40;5; 67.075,00 
E078864;DIV02;DEP023;452;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20180103;20200730;1;40;5; 109.220,00 
E085128;DIV07;DEP023;452;JC_Senior specialist;M154464;Volutary termination - Worklife balance;20180103;20200630;1;40;5; 90.453,00 
E086814;DIV03;DEP023;231;JC_Specialist;M237930;Volutary termination - Worklife balance;20180103;20210714;1;40;5; 256.639,00 
E086842;DIV09;DEP023;341;JC_Associate;M300121;Volutary termination - Worklife balance;20140210;20210204;1;40;5; 65.964,00 
E091401;DIV05;DEP023;443;JC_Senior specialist;M044139;Volutary termination - Worklife balance;20140210;20210316;1;40;5; 77.832,00 
E092199;DIV03;DEP023;454;JC_Manager;M237930;Volutary termination - Worklife balance;20140210;20210209;1;40;5; 234.776,00 
E092761;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140210;20200331;1;40;5; 28.366,00 
E093301;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140210;20200403;1;40;5; 255.393,00 
E097970;DIV03;DEP023;445;JC_Manager;M237930;Voluntary Termination - Early Retirement;20140210;20210116;1;40;5; 73.352,00 
E098370;DIV02;DEP023;445;JC_Manager;M252825;Volutary termination - Worklife balance;20140210;20201219;1;40;5; 382.014,00 
E109608;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140210;20200919;1;40;5; 112.143,00 
E110343;DIV03;DEP023;404;JC_Expert;M237930;Volutary termination - Worklife balance;20140210;20201001;1;40;5; 242.698,00 
E111519;DIV03;DEP023;452;JC_Senior specialist;M237930;Volutary termination - Worklife balance;20140210;20210422;1;40;5; 88.401,00 
E112411;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140210;20191105;1;40;5; 269.182,00 
E113149;DIV02;DEP023;454;JC_Manager;M252825;Volutary termination - Worklife balance;20140210;20200429;1;40;5; 102.927,00 
E115051;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20200602;1;40;5; 98.377,00 
E116429;DIV09;DEP023;454;JC_Manager;M300121;Volutary termination - Worklife balance;20140312;20200224;1;40;5; 88.004,00 
E116835;DIV04;DEP023;253;JC_Senior specialist;M095280;Volutary termination - Worklife balance;20140312;20200825;1;40;5; 110.622,00 
E117401;DIV03;DEP023;445;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20200501;1;40;5; 138.457,00 
E121776;DIV02;DEP023;322;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20210202;1;40;5; 114.384,00 
E123101;DIV02;DEP023;261;JC_Associate;M252825;Volutary termination - Worklife balance;20140312;20200717;1;40;5; 239.800,00 
E125656;DIV02;DEP023;253;JC_Senior specialist;M252825;Volutary termination - Worklife balance;20140312;20191221;1;40;5; 70.028,00 
E127272;DIV02;DEP023;453;JC_Expert;M252825;Volutary termination - Worklife balance;20140312;20201224;1;40;5; 286.253,00 
E127525;DIV01;DEP023;454;JC_Manager;M144808;Volutary termination - Worklife balance;20140312;20210323;1;40;5; 52.988,00 
E127957;DIV02;DEP023;404;JC_Expert;M252825;Volutary termination - Worklife balance;20140312;20200724;1;40;5; 86.547,00 
E128680;DIV02;DEP023;446;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20201012;1;40;5; 267.818,00 
E129769;DIV02;DEP023;455;JC_Director;M252825;Volutary termination - Worklife balance;20140312;20201221;1;40;5; 141.609,00 
E131164;DIV03;DEP023;454;JC_Manager;M237930;Volutary termination - Worklife balance;20140312;20210322;1;40;5; 52.094,00 
